duration,language,domain,text,audio_path
16.38798185941043,Hausa,intron,"Bugu da ƙari kuma, asma na dare kuma na iya haifarwa ta wurin kintatawa, sanyaya hanyoyin iska. Kuna iya sha wahala daga cututtukan gastroesophageal reflux. Ana iya haɗa wannan tare da hernia ta hiatal.",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Hausa/1636caf3-3849-42d0-8cef-4dd43b9f0633.wav
5.295986394557823,Hausa,intron,"To, shin kun ji matsakaicin ciwon Kai ko kuma kaman zaku mutu ko zaku suma?",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Hausa/43394e0e-5da8-454e-8d5b-bd18e9b60d25.wav
10.155986394557823,Hausa,intron,Yana buƙatar ya dena shan giya idan yana sha. Yana buƙatar a mishi gwajin cutar Hepatitis B da C,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Hausa/dc52034f-1e38-43ee-80b7-463fe6ec03e0.wav
12.842993197278911,Hausa,intron,Bana cikin kowane irin zafi amma yanayi neh na wani iri sosai Nagode da tambayarka akan hirar likita. Zan iya fahimtar damuwarka.,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Hausa/3d8d65e4-fb5a-458e-85c6-349abfec48c9.wav
15.748979591836736,Hausa,intron,"An gaji da ciwon kai tsawon makonni biyun da suka gabata. Banda wannan, haske da ganin baƙar fata yau lokacin da ya suma. Akwai ra'ayi kan abin da zai iya haifar da wannan?",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Hausa/c23fa3e6-17e8-48cf-b55f-59eb620eea34.wav
16.02,Swahili,health,"Mwanamke akizungumza na mwanaume kupitia dirisha la ofisi lenye nondo za kijani. Mwanamke amevaa koti jekundu na kitambaa ya zambarau kichwani, huku akionenaka kama anakunywa kitu. Mwanamume aonekana kwa nyuma tu amekaa mbele ya kompyuta.",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/4059d0d3-6925-4f29-b0ef-33dd26156f96.wav
15.96,Swahili,health,"Ukuta wa chumba hiki umepakwa rangi ya samawati na ndani ya chumba hiki kuna meza iliyo na tarakilishi na kitabu, na meza hio imepakwa rangi ya kahawia. ",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/012d9714-a449-4e29-a810-18722febdd43.wav
17.88,Swahili,health,"Mtu amevaa vifaa vya kujikinga vinavyojumuisha barakoa nyeupe,miwani ya usalama na vazi jeupe lenye mistari miekundu.Vazi ili linaonekana kumlinda kabisa kuanzia kichwani, kuashiria kuwa anaweza kuwa mfanyikazi wa afya, anashuglika na hatari za kiafya.",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/bafd0455-9581-4d88-b9c0-118b4632e29f.wav
18.18,Swahili,health,Kiti hiki lenye rangi nyeusi na magurudumu mengi hutumika katika hospitali mbalimbali. Wagonjwa ambao hawaezi tembea ndio hutumia kiti hiki.,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/dfdd1526-7873-486b-bd4a-cc89fc741fe0.wav
18.322667,Swahili,health,Mwanaume ameporomoka kutoka kwa baiskeli yake kwenye njia yenye mawe. Anaoenkana mwenye huzuni akijaribu kujinyoosha baada ya kuanguka. Baiskeli imeanguka karibu naye ikiwa na magurudumu yaliyoharibika. ,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/64a460f7-a30e-48bc-8153-eba8248b416f.wav
15.9,Swahili,health,"Kuna mwanaume aliye piga magoti na yupo kanisani, kando yake kuna biblia yake na miwani yake ya rangi ya nyeusi. Mzee huyu anakaa kuwa ana matatizo mingi na anapiga dua.",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/1d430d27-8feb-44d5-951d-1639b8f922a9.wav
20.1,Swahili,health,Mwanamke mmoja anaonekana akiwa anaongelesha watu ambao wamekaa chini. Mazingira haya ni machafu kwa sababu kuna utupaji wa takataka ovyo ovyo,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/63cd2f99-364d-4054-912e-bcd6266013ef.wav
20.64,Swahili,health,Majani mengi ya kijani kibichi  na matawi ya  miti mirefu yanajaza sehemu kubwa ya picha yakionyesha ukuaji mnene. Anga la samawati linaonekana kwa mbali juu ya miti hiyo ikionyesha hali ya hewa safi. ,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/d5336836-1e30-48d0-8e7d-24b47dfcbfb0.wav
15.96,Swahili,health,Chupa hii hutumika katika hospitali. Madaktari hutumia chupa hii kuhifadhi dawa ambayo hupatiwa watoto wadogo wa chini ya miaka tano. ,/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/9b6953e2-1f36-45af-a883-64538be1d70a.wav
30.54,Swahili,health,"Kifaa hiki ni muhimu sana, kwa kuwa kinatumika kubeba na kusafirisha vifaa vinavyohitajika, kwa haraka wakati wa kuhudumia wagonjwa. Na sehemu mbalimbali zenye vifaa muhimu, kama vile glavu za matumizi ya matibabu, ambazo wauguzi huvaa kabla ya kushughulikia wagonjwa, ili kuzuia maambukizi. Pia kuna dawa mbalimbali, zinazotumika kwa huduma za dharura au matibabu.",/home/gabby/gabby_data_mls/health-ai-benchmarking-intron/data/Transcription/Swahili/30450395-7cad-4b87-8909-dc0c5c4a2283.wav
